timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
2021-04-27T11:43:14Z,35-44,"Marketing, Advertising & PR",PPC Specialist,NA,45000,,USD,,NA,USA,Florida,Jacksonville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:17Z,35-44,Education (Higher Education),Research Manager,NA,73000,,USD,,NA,USA,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,PhD,Woman,White
2021-04-27T11:43:18Z,35-44,Business or Consulting,Consultant,Change management consultant,83000,,USD,,NA,US,"District of Columbia, Maryland",DC,8 - 10 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T11:43:18Z,35-44,Hospitality & Events,Senior Project Manager,event planner,86000,,USD,,NA,USA,Florida,Remote,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:19Z,25-34,Education (Higher Education),Business systems analyst,NA,70400,,USD,,NA,United states,Pennsylvania,Philadelphia,5-7 years,2 - 4 years,Master's degree,Non-binary,White
2021-04-27T11:43:19Z,35-44,"Accounting, Banking & Finance",Senior Compliance Analyst,NA,85000,,USD,,NA,U.S.A.,Ohio,Cleveland,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:43:19Z,45-54,"Accounting, Banking & Finance",Senior IT Analyst,NA,100000,,USD,,NA,USA,Georgia,Atlanta,21 - 30 years,5-7 years,College degree,Woman,White
2021-04-27T11:43:20Z,25-34,Computing or Tech,Technical Writer,NA,91000,,USD,,NA,United States,Colorado,Denver,5-7 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-04-27T11:43:21Z,35-44,Education (Higher Education),librarian / senior library specialist,civil service so we're all either library specialist or /senior library specialist,50800,,USD,,NA,U.S.,Illinois,Champaign,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:22Z,35-44,Computing or Tech,Director of IT,NA,175000,,USD,,NA,USA,California,San Francisco,21 - 30 years,11 - 20 years,Some college,Man,White
2021-04-27T11:43:22Z,35-44,Biotech,Senior Associate Scientist,NA,116802,,USD,,NA,United States,Massachusetts,Cambridge,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-27T11:43:23Z,35-44,Education (Primary/Secondary),Instructional Coach,Working with teachers to improve teaching and curriculum; working with students to improve reading skills.,63000,,USD,,NA,United States,North Carolina,Hickory,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:23Z,35-44,Education (Higher Education),Academic Advisor,NA,54000,,USD,,NA,United States,Delaware,New Castle,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:43:23Z,25-34,Engineering or Manufacturing,Senior systems engineer,NA,100100,,USD,,NA,USA,Iowa,My city + industry would ID my employer,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:43:24Z,25-34,Education (Higher Education),Associate Archivist,NA,43696,,USD,,"I also work part-time as an for a family business as well, so that does supplement my income somewhat (but not having that income wouldn't change my standard of living).",USA,Missouri,Cape Girardeau,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-04-27T11:43:25Z,45-54,Law,Paralegal,NA,80000,,USD,,NA,United States,District of Columbia,DC,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-04-27T11:43:26Z,25-34,"Accounting, Banking & Finance",Controlling Assistant,NA,55000,,USD,,NA,United States,Indiana,Morristown,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:43:26Z,25-34,"Accounting, Banking & Finance",Associate Banker,NA,28000,,USD,,NA,United States,Michigan,Canton,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:43:27Z,35-44,Law,Paralegal,NA,47000,,USD,,NA,United States,Illinois,Moline,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:43:27Z,45-54,Libraries,Librarian,NA,48000,,USD,,NA,US,South Carolina,Spartanburg,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:43:27Z,25-34,Government and Public Administration,Diplomat,Currently expatriated to a country 3 flight hours away.,36000,,EUR,,NA,Germany,NA,Berlin,5-7 years,5-7 years,PhD,Woman,White
2021-04-27T11:43:29Z,25-34,Media & Digital,Associate Publicist,I work at a book publisher!,53000,,USD,,"The $2500 bonus is variable per year depending on sales. Also our workweek is 35 hours a week, not 40",US,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:43:29Z,25-34,Computing or Tech,ux design lead,NA,130000,,USD,,plus equity,united states,New York,new york,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:43:31Z,35-44,Libraries,Assistant Director,Assistant Director at a public library not part of a city or township.,44335,,USD,,NA,The United States,Michigan,Allegan,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:43:33Z,35-44,Engineering or Manufacturing,Test Engineer,NA,90000,,USD,,NA,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:43:34Z,45-54,Government and Public Administration,City Clerk,NA,54250,,USD,,NA,US,Kentucky,Louisville,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:43:35Z,35-44,Government and Public Administration,Attorney,NA,156000,,USD,,NA,United States,California,Sacramento,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T11:43:35Z,35-44,Computing or Tech,Director of Professional Services,NA,150000,,USD,,NA,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:43:36Z,45-54,Nonprofits,Collection Services Assistant Manager,I work in an urban library system,72700,,USD,,NA,United States,Oklahoma,Oklahoma City,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:37Z,35-44,Education (Higher Education),Director of Strategy,NA,75000,,USD,,NA,US,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:43:38Z,35-44,Libraries,Director,NA,41000,,USD,,NA,US,West Virginia,Romney,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,White
2021-04-27T11:43:40Z,25-34,Law,Associate,Large firm,190000,,USD,,NA,United States,California,San Francisco,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T11:43:41Z,55-64,Manufacturing,Payroll Manager,NA,117000,,USD,,NA,USA,California,San Diego,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-27T11:43:41Z,35-44,Computing or Tech,Senior HRIS Analyst,I support Workday,123250,,USD,,"10% of income, based on corporate performance, starting in 2022 for 2021 fiscal year",USA,Colorado,Denver,11 - 20 years,5-7 years,College degree,Non-binary,White
2021-04-27T11:43:42Z,45-54,Biomedical Research,Research Tech II,NA,45760,,USD,,NA,USA,Kentucky,Louisville,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-27T11:43:43Z,25-34,Business or Consulting,Sr. Implementation manager,NA,155000,,USD,,NA,United States,Wisconsin,Remote,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:43:44Z,35-44,Media & Digital,Brand Director,NA,100000,,USD,,NA,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:43:45Z,35-44,Computing or Tech,VP Product,NA,135000,,USD,,NA,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:46Z,25-34,Transport or Logistics,Design Thinking Strategist,I do design thinking or human-centered design as an in-house consultant for a large company,97500,,USD,,I can get a 10% bonus but it depends on whether the company has the budget for it so it's never guaranteed,USA,Tennessee,Memphis,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:43:46Z,35-44,Computing or Tech,IT Manager,NA,38000,,GBP,,NA,United Kingdom,NA,Swindon,21 - 30 years,21 - 30 years,Master's degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin"
2021-04-27T11:43:46Z,35-44,"Accounting, Banking & Finance",Account officer,Admin support for commercial account managers,47000,,CAD,,NA,Canada,NA,"Calgary, AB",8 - 10 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T11:43:49Z,35-44,Health care,Research Coordinator,NA,86700,,CAD,,NA,Canada,NA,Toronto,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T11:43:49Z,18-24,Nonprofits,Centre Facilitator,"Administration, reception and health and safety checks.",17000,,GBP,,Before taxes.,"England, UK.",NA,"Gloucester, Gloucestershire.",5-7 years,5-7 years,High School,Woman,White
2021-04-27T11:43:50Z,45-54,Manufacturing,Environmental Coordinator,Management of environmental compliance requirements,100000,,USD,,NA,US,California,"Not identifying, but the Central Valley, CA",21 - 30 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:43:50Z,35-44,"Accounting, Banking & Finance",VP / Portfolio Manager,Commercial loan underwriter and portfolio manager,125000,,USD,,NA,United States,California,Irvine,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:43:51Z,35-44,Computing or Tech,Senior Network Engineer,NA,120000,,USD,,NA,USA,Illinois,Chicago,21 - 30 years,11 - 20 years,College degree,Man,White
2021-04-27T11:43:51Z,45-54,Computing or Tech,Director of Technology,NA,88000,,USD,,NA,USA,Michigan,Ann Arbor,31 - 40 years,21 - 30 years,Master's degree,Man,White
2021-04-27T11:43:51Z,35-44,Law,Justice Minister Employee,I am a trained barrister working in the courthouse system in a judicial capacity.,45000,,EUR,,The COL in my country is quite low.,Greece,NA,Thessaloniki,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:52Z,35-44,Computing or Tech,Full-Stack JavaScript Developer,NA,70000,,CAD,,"Bonus amount can vary based on company profits but that's what it was last year. I also get stock options and retirement savings (RRSP) matching, but the first has no monetary value yet and the 2nd only just started",Canada,NA,Vancouver,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:43:53Z,35-44,Law,Lawyer,NA,37500,,CAD,,NA,Canada,NA,Oakville,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T11:43:53Z,35-44,Education (Primary/Secondary),Special Education Teacher,NA,82000,,USD,,NA,USA,Massachusetts,"Acton, MA",8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:43:54Z,35-44,Nonprofits,Programs Coordinator,Managing Programs at a coordinator pay rate,38000,,USD,,NA,USA,Texas,Houston,11 - 20 years,2 - 4 years,Master's degree,Woman,Black or African American
2021-04-27T11:43:55Z,35-44,Government and Public Administration,Executive Editor,Managing a team of report editors,108000,,USD,,NA,United States,Kansas,Kansas City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:43:58Z,25-34,NA,Adult Services Librarian,no degree required,26000,,USD,,NA,USA,Alabama,Eufaula,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:43:59Z,55-64,Education (Higher Education),Benefits Compliance Officer,Work in HR,114000,,USD,,NA,USA,Massachusetts,Boston,31 - 40 years,31 - 40 years,College degree,Woman,White
2021-04-27T11:44:03Z,25-34,Agriculture or Forestry,Senior Accountant,NA,69470,,USD,,Additional compensation dependent on company performance,USA,Utah,Salt Lake City,8 - 10 years,5-7 years,College degree,Man,White
2021-04-27T11:44:04Z,35-44,Engineering or Manufacturing,Purchasing Manager,NA,95000,,USD,,NA,United States,New York,Rural small town western NY,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:44:05Z,25-34,Business or Consulting,Sr. Marketing Cloud Consultant,Salesforce,130000,,USD,,NA,USA,California,San Jose,8 - 10 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T11:44:08Z,35-44,Computing or Tech,Project Manager,NA,82000,,USD,,NA,United States,Nevada,Reno,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:44:12Z,25-34,Recruitment or HR,Talent Acquisition Coordinator,NA,75000,,USD,,NA,USA,Massachusetts,Boston,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:44:13Z,35-44,Computing or Tech,"Manager, Learning & Media","I manage a team of one instructional designer and 2 video & media creators. We handle internal staff training & e-learning creation, marketing video creation, product video tutorial creation",90000,,USD,,NA,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:44:18Z,25-34,Nonprofits,Manager,"I do direct engagement, manage 2 part time staff",58500,,USD,,NA,USA,New York,NYC,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
2021-04-27T11:44:18Z,25-34,Publishing,Senior Production Controller,NA,34000,,GBP,,NA,UK,NA,London,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:44:18Z,45-54,Health care,Physician,NA,180000,,USD,,NA,US,Virginia,Waynesboro,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T11:44:19Z,35-44,Health care,Senior Research Associate II,NA,87000,,USD,,NA,USA,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:44:20Z,35-44,Education (Higher Education),Head librarian,NA,68500,,USD,,NA,USA,California,San Francisco,5-7 years,5-7 years,Master's degree,Man,White
2021-04-27T11:44:22Z,25-34,Government Contracting,Senior IT Training Specialist,NA,110000,,USD,,NA,United States,District of Columbia,Washington,8 - 10 years,2 - 4 years,Master's degree,Woman,Black or African American
2021-04-27T11:44:23Z,35-44,Education (Higher Education),Assistant Professor,Economics Department,140000,,USD,,"I've stated my 12 month salary (consistent with ""annualized"" part time work. I have a 10 month contract and am paid 5/6 of my annual salary.",USA,Maryland,Annapolis,11 - 20 years,8 - 10 years,PhD,Woman,"Asian or Asian American, White"
2021-04-27T11:44:23Z,25-34,Nonprofits,Claims Processor 2,NA,46698,,USD,,Additional compensation is OT,US,Minnesota,Minneapolis suburbs,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:44:23Z,35-44,Librarian,"Digital Initiatives Archivist, Senior",NA,66703,,USD,,NA,United States,Florida,Ft. Lauderdale,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:44:24Z,25-34,Health care,Social Media and Content Coordinator,NA,50000,,CAD,,NA,Canada,NA,Toronto ON,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:44:26Z,35-44,Social Work,Care manager,NA,47000,,USD,,NA,USA,Pennsylvania,Philadelphia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:44:26Z,35-44,Computing or Tech,Director,NA,165000,,USD,,NA,United States,Minnesota,Remote,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:44:26Z,25-34,Nonprofits,Operations Manager,NA,40000,,USD,,NA,USA,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:44:28Z,35-44,Entertainment,Production Services Manager,In a non-profit Performing Arts Center,56000,,USD,,NA,USA,Missouri,Kansas City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:44:28Z,35-44,Insurance,Underwriting supervisor,NA,80000,,USD,,NA,United States,Oklahoma,Tulsa,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-27T11:44:28Z,35-44,Entertainment,Editor,NA,43000,,USD,,NA,United States,Maine,Portland,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:44:29Z,45-54,Nonprofits,"Director, Communications",NA,130000,,USD,,NA,USA,New York,New York City,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-27T11:44:32Z,25-34,Engineering or Manufacturing,Project Engineer,I am a project and team manager and new partner in the firm; titles are vague at my company,100000,,CAD,,NA,Canada,NA,Guelph,11 - 20 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
2021-04-27T11:44:33Z,55-64,Computing or Tech,Enterprise Solutions Architect,"Presales tech resource specifying server, storage, and network configurations.",149000,,USD,,NA,USA,California,Irvine,21 - 30 years,21 - 30 years,College degree,Man,White
2021-04-27T11:44:34Z,45-54,Utilities & Telecommunications,Principal Business Manager,NA,122577,,USD,,NA,USA,Missouri,St Louis,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:44:34Z,under 18,Education (Primary/Secondary),Teacher,NA,45000,,USD,,Extra income comes from after school tutoring.,USA,South Carolina,Greenville,21 - 30 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:44:35Z,35-44,Law,Associate,(Lawyer),170000,,CAD,,Bonus varies each year,Canada,NA,Montreal,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:44:36Z,25-34,Recruitment or HR,HR Business Partner,NA,125000,,USD,,NA,United States of America,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:44:40Z,45-54,Education (Higher Education),Faculty,NA,60000,,USD,,NA,United States,Indiana,South Bend,21 - 30 years,21 - 30 years,PhD,Woman,White
2021-04-27T11:44:40Z,25-34,Computing or Tech,Senior Software Engineer,NA,72000,,USD,,Annual bonus amount is after tax and varies depending on how well my company does. The last two years it's been fairly high; previously it was closer to $4k than $6k. In 2020 we also received an additional $1500 to offset the costs of setting up work-from-home offices.,United States,Michigan,Lansing,5-7 years,5-7 years,College degree,Woman,White
